x,y,c
147022,348674,1
147935,346178,1
150893,345974,1
146442,351678,1
146873,345316,1
145206,345302,1
142953,352847,1
149521,349957,1
153677,351562,1
149425,347106,1
149260,349307,1
146690,350635,1
155007,351028,1
149211,355547,1
154092,348446,1
151145,349643,1
149168,352535,1
153422,353325,1
153107,344100,1
149648,348732,1
154098,348281,1
155633,350513,1
149793,351600,1
149191,351319,1
151280,353718,1
151112,351520,1
152554,351248,1
149192,352894,1
152261,351575,1
153316,346164,1
150561,350402,1
150485,344842,1
146033,353098,1
146291,342997,1
145379,347808,1
146065,349903,1
149510,349831,1
144893,355414,1
157103,350885,1
152338,348302,1
143462,351193,1
146349,345838,1
149661,351682,1
144583,350248,1
148546,348619,1
153450,348388,1
149482,346202,1
149787,344068,1
146833,348349,1
148243,352270,1
145726,347326,1
151152,355101,1
148570,347062,1
152477,356984,1
153912,348213,1
153406,350653,1
149890,354504,1
148406,353721,1
146129,347229,1
150375,352361,1
153034,346797,1
148922,344525,1
149452,352025,1
151949,344753,1
152732,343546,1
145519,349363,1
150632,354423,1
150619,353894,1
149522,345248,1
152823,350400,1
148848,352411,1
147387,352803,1
150873,354998,1
151454,355136,1
149312,352625,1
152518,345770,1
145200,349645,1
146601,345318,1
140285,352908,1
151649,355646,1
146866,343389,1
149200,352549,1
153192,349241,1
150161,348512,1
148607,347063,1
147317,353707,1
149240,351130,1
151907,349817,1
145205,350833,1
149784,353166,1
152474,347512,1
145507,347050,1
152117,352378,1
152161,355205,1
147210,353655,1
145242,349160,1
151370,345947,1
152556,342884,1
151831,347268,1
152412,353795,1
146262,347898,1
151846,351077,1
148166,350486,1
148225,342892,1
145080,353444,1
153479,356719,1
150554,349933,1
153174,353459,1
154778,348095,1
146404,351516,1
152033,356884,1
149960,354123,1
152891,348087,1
153503,347142,1
152595,350427,1
147414,348996,1
149600,349763,1
150835,354083,1
159988,351695,1
153879,355624,1
157338,350599,1
151311,349712,1
150670,352563,1
151939,351535,1
148331,349173,1
153926,345396,1
149502,346438,1
145656,351507,1
152754,351985,1
145040,344885,1
144168,349794,1
150912,351757,1
146993,346001,1
147120,346571,1
149488,353706,1
148454,344328,1
149296,351335,1
150860,353163,1
146305,343994,1
146129,349203,1
143361,345638,1
148766,350160,1
152101,348882,1
147779,344583,1
151585,352103,1
151709,352047,1
153133,348367,1
153129,351974,1
147822,345552,1
147290,345844,1
150153,346386,1
147898,349446,1
154594,348810,1
154363,356450,1
150301,349806,1
148649,351633,1
151615,351968,1
147925,350962,1
149605,350564,1
148323,353747,1
150334,346370,1
153568,355502,1
152348,352394,1
153616,346745,1
147107,353204,1
150569,353778,1
146890,355061,1
151217,348799,1
151030,355261,1
154099,351239,1
153476,345743,1
152066,347764,1
148403,352765,1
148495,355491,1
143512,345629,1
148582,349508,1
145095,347443,1
152940,356208,1
152852,347466,1
150437,354233,1
148803,347915,1
150452,352489,1
155076,346341,1
154266,355147,1
148582,342927,1
150533,351068,1
146457,350970,1
151267,347544,1
152337,347193,1
152846,352202,1
145158,346255,1
151596,350071,1
147267,340855,1
148809,343333,1
152492,350108,1
150943,353612,1
149482,344758,1
151919,352327,1
155169,352072,1
148028,347951,1
145731,349498,1
146325,356527,1
147014,345295,1
147877,351298,1
151824,350835,1
143404,350354,1
150746,350056,1
147538,350639,1
153477,349557,1
147294,344401,1
150024,348165,1
147035,350441,1
147845,350599,1
149177,351817,1
149276,356916,1
148340,344629,1
153568,352498,1
151740,350601,1
155866,350467,1
149123,347731,1
153373,349936,1
143362,351477,1
152019,351543,1
151175,345065,1
148817,352733,1
152199,351005,1
152775,356238,1
153269,346827,1
151327,347861,1
151901,344677,1
147869,349798,1
146537,352785,1
149154,348408,1
150590,348426,1
153007,349374,1
147500,349245,1
148452,353066,1
159406,350991,1
148031,348284,1
156073,352604,1
153039,346011,1
148236,351707,1
149663,349317,1
149320,356663,1
151497,348108,1
154319,351765,1
144821,349853,1
156400,347239,1
152460,353001,1
148264,342822,1
149602,343837,1
150947,345974,1
184129,378867,7
183112,382381,7
176043,384123,7
179432,375113,7
177649,385280,7
180738,384111,7
186645,380959,7
177228,384694,7
186163,381386,7
178529,376643,7
177938,383343,7
181928,387217,7
182242,377788,7
180885,376937,7
175359,383118,7
177814,379706,7
177255,375434,7
178379,383728,7
177527,379268,7
181346,377633,7
183199,378490,7
179207,378355,7
181753,383125,7
182400,376604,7
180423,381519,7
179138,383074,7
178284,377123,7
176322,380684,7
179135,374711,7
180504,382243,7
179410,376410,7
180689,382606,7
180146,381379,7
182120,378918,7
178006,375144,7
179626,384152,7
180765,380557,7
178811,385159,7
180887,380116,7
174389,373843,7
181450,385463,7
181460,379229,7
179996,382908,7
178884,377616,7
178631,381788,7
174609,382088,7
183465,383534,7
182010,381771,7
176562,379528,7
175328,379987,7
178782,380829,7
182153,377892,7
182633,381995,7
181691,376820,7
182429,374248,7
185549,381079,7
174610,380083,7
181485,380843,7
179828,385561,7
177632,383642,7
182267,386091,7
179983,380692,7
183795,383238,7
176730,377813,7
177320,379005,7
181371,374638,7
177193,379939,7
180383,382955,7
178729,376543,7
183468,379647,7
181381,377860,7
178713,377328,7
177980,382637,7
178720,380084,7
187570,383084,7
179843,381233,7
179359,382880,7
179375,372835,7
184795,377263,7
174522,378911,7
183518,381446,7
177725,383386,7
179136,377901,7
182142,378311,7
177039,378807,7
181346,382322,7
179764,380311,7
175577,383100,7
180608,377632,7
181835,381477,7
182017,381420,7
178210,374648,7
179949,380927,7
181968,385671,7
181687,376400,7
178769,377872,7
175979,376399,7
180862,383639,7
181004,378349,7
184738,382838,7
175086,374334,7
178880,374153,7
181373,383275,7
179679,381835,7
186416,381523,7
178839,382927,7
172525,379465,7
182308,380671,7
175576,376805,7
184158,380446,7
181277,376666,7
178912,377089,7
176901,378189,7
185873,381024,7
180979,385141,7
178453,381033,7
177803,381058,7
179430,381652,7
183973,384185,7
186042,382430,7
180086,380209,7
181351,378773,7
181023,381981,7
174786,374181,7
180444,380176,7
178425,382810,7
178647,379147,7
179523,381767,7
170858,379628,7
177677,381608,7
182391,378686,7
180382,385297,7
178369,381085,7
178922,380336,7
176585,375912,7
177795,379172,7
178156,375267,7
179411,379033,7
181859,376319,7
179933,379792,7
179748,380454,7
177358,378211,7
183095,385447,7
180745,384382,7
181790,384628,7
180693,381928,7
182554,382710,7
184783,378410,7
178635,380278,7
181716,376640,7
182148,380969,7
179972,383591,7
186046,377141,7
176905,379033,7
178463,375233,7
180246,381932,7
180083,383881,7
179295,383527,7
178483,376621,7
182608,378030,7
179809,379659,7
177449,378502,7
185416,378882,7
182884,372345,7
184708,382474,7
179915,379254,7
186058,382787,7
182908,381123,7
174282,370056,7
175999,378652,7
181846,382658,7
179633,383252,7
179545,378956,7
183399,381978,7
185383,381287,7
181237,383024,7
180403,386219,7
187118,377844,7
179966,386604,7
178575,380532,7
178118,377298,7
177674,377218,7
180258,380396,7
177278,380162,7
174123,380705,7
175937,382196,7
181379,381276,7
183451,377122,7
183803,378209,7
187314,378344,7
176572,377799,7
184315,381549,7
180258,381098,7
178521,379136,7
178652,376722,7
182813,379256,7
182055,382084,7
174288,379021,7
183240,384856,7
182610,377686,7
179253,380851,7
176897,383312,7
177566,377050,7
176091,379433,7
179841,376162,7
178771,376947,7
179014,375348,7
180700,377129,7
179060,381063,7
174633,378708,7
178107,381645,7
178345,383068,7
174574,380598,7
182801,382720,7
173148,381690,7
181335,387551,7
179068,382289,7
178848,375190,7
182048,381135,7
179040,382004,7
179283,382894,7
177244,382295,7
183560,378808,7
183136,380401,7
182171,381303,7
181680,380847,7
182297,386614,7
182195,375171,7
181246,382817,7
181997,383933,7
177758,377917,7
180093,381569,7
181740,379894,7
177706,376519,7
180002,380317,7
179407,385189,7
183926,379137,7
181494,382124,7
183461,376818,7
181969,377297,7
183191,376421,7
179701,375456,7
180364,377071,7
178014,376971,7
181226,378732,7
189722,375801,7
180309,378436,7
179856,377547,7
182714,377774,7
175055,378509,7
183568,384044,7
177320,379717,7
181795,381504,7
180875,385076,7
179788,382133,7
177732,380180,7
181320,383549,7
183556,387372,7
182159,378589,7
184415,383111,7
175609,377000,7
180061,376078,7
175730,377442,7
180363,379804,7
181713,373999,7
177572,374727,7
184057,380226,7
178498,381739,7
181971,382669,7
178900,381266,7
177602,379194,7
177669,381435,7
175411,387385,7
184809,386701,7
172261,379039,7
175921,384042,7
173724,377420,7
175753,380679,7
171171,379572,7
181904,382592,7
180128,376190,7
176740,381638,7
175886,380119,7
175832,380618,7
179119,376675,7
173606,378122,7
181286,375270,7
179716,377663,7
178918,376840,7
182063,379106,7
181093,380642,7
178910,382559,7
180097,376646,7
179578,380882,7
178020,383221,7
183515,383376,7
183802,375363,7
180229,382326,7
176753,379144,7
176291,383976,7
180794,383003,7
179163,378819,7
177428,380591,7
180417,381649,7
176254,371881,7
181077,378176,7
174965,378252,7
172241,375622,7
179342,372910,7
176895,382333,7
184842,378553,7
184341,384122,7
178064,376791,7
176943,382693,7
179316,382145,7
179000,381662,7
184381,377172,7
178899,379329,7
183812,378903,7
183913,377371,7
187968,379397,7
178800,374779,7
178497,379354,7
185299,379909,7
177665,377151,7
174259,381431,7
180274,376728,7
181582,379377,7
178852,381537,7
178891,380560,7
175690,372026,7
185448,378114,7
180637,378786,7
178268,378086,7
181271,375870,7
182639,380128,7
176685,379141,7
180712,384097,7
178475,380201,7
185220,382742,7
180503,379640,7
176443,373901,7
179649,375329,7
181420,377778,7
186643,379300,7
180125,381826,7
181807,377555,7
183797,378401,7
181609,380966,7
177250,377957,7
179491,376084,7
177920,378049,7
182235,378083,7
184871,382662,7
179931,380691,7
183335,382051,7
177797,378333,7
180504,386710,7
179442,380287,7
185155,377621,7
180930,375928,7
182428,380553,7
178921,378613,7
177997,375546,7
181248,378647,7
177412,374619,7
175694,381717,7
179045,386020,7
185057,382835,7
178759,378859,7
180698,384348,7
178122,380728,7
173516,372370,7
180001,379545,7
185356,380783,7
178952,381664,7
176363,379119,7
176867,383380,7
181152,375935,7
178671,387605,7
183110,384566,7
179128,379136,7
173405,380247,7
178610,377115,7
182251,377297,7
183246,380564,7
184063,383508,7
183165,383230,7
183394,387046,7
185989,379574,7
184852,379784,7
180555,371452,7
178494,378879,7
179115,380371,7
182222,380341,7
183821,378344,7
179217,375871,7
184783,379185,7
177708,386695,7
178528,376930,7
178776,379886,7
177907,376148,7
182751,383939,7
179408,382415,7
185855,381090,7
179981,379848,7
185902,385243,7
172316,381049,7
181144,380103,7
180896,380520,7
186120,385454,7
180828,381640,7
185626,381409,7
185985,382388,7
178038,379494,7
176235,376517,7
182714,381428,7
177423,374638,7
179503,377766,7
178194,383148,7
180319,377846,7
181886,381038,7
182252,379548,7
180429,380916,7
177006,381033,7
177322,378156,7
180924,373408,7
173093,382522,7
176286,377873,7
175049,380401,7
178963,382947,7
181534,376748,7
187478,384700,7
179987,382331,7
176624,380047,7
178566,378728,7
181449,383937,7
183231,381726,7
178548,381530,7
179985,388472,7
183750,382120,7
180708,383773,7
180254,379866,7
178953,385566,7
178784,379579,7
183346,377204,7
178319,379780,7
179851,374586,7
176731,383630,7
181909,376465,7
180788,380965,7
181396,383017,7
179915,381510,7
177653,380941,7
179730,377253,7
175939,379421,7
178929,382820,7
187296,378327,7
185288,376641,7
182744,378076,7
181385,382827,7
182614,379397,7
181232,380824,7
182946,374805,7
183813,377950,7
176770,377476,7
179396,375956,7
179914,383685,7
178245,383096,7
176856,374754,7
184023,381188,7
182112,377173,7
177120,379190,7
176671,379811,7
181351,385514,7
177822,380948,7
176211,377556,7
179217,382538,7
177329,382489,7
182687,380704,7
187294,387784,7
174621,378937,7
182648,378820,7
181336,381852,7
177336,375636,7
183041,379009,7
177191,378020,7
174048,383704,7
176448,381869,7
181828,382095,7
181298,383024,7
183171,383147,7
181552,380258,7
183986,375944,7
173660,374077,7
179037,380023,7
178851,385119,7
179817,382596,7
183375,383634,7
177861,385430,7
180798,378553,7
173958,377402,7
177105,383178,7
182973,378041,7
174487,386371,7
184474,383250,7
178469,377848,7
181669,378992,7
176280,381270,7
182387,382482,7
179996,383676,7
183966,381466,7
178271,376634,7
177675,380061,7
177609,374927,7
186245,382437,7
178957,381696,7
174912,379953,7
183000,377387,7
180079,384014,7
178875,382996,7
181634,377924,7
182806,376082,7
177985,382958,7
180351,381950,7
179018,380015,7
178172,380621,7
181504,382344,7
182281,378871,7
175667,384456,7
183511,381442,7
180471,377635,7
179254,378373,7
174977,384232,7
179187,377874,7
179780,376641,7
180328,383666,7
178620,380866,7
182929,387226,7
184959,379653,7
183933,382401,7
179271,379866,7
181061,381466,7
181286,375127,7
178034,380589,7
179964,382397,7
178135,379795,7
180217,378890,7
185091,380591,7
179409,373367,7
177689,383676,7
184356,381512,7
182761,382008,7
178339,381894,7
177669,380669,7
184462,384909,7
180099,376489,7
180586,379824,7
181105,383522,7
178011,379755,7
183443,382367,7
187441,375647,7
172133,380311,7
180626,383471,7
182989,373251,7
177483,379007,7
180284,376085,7
180539,376813,7
178103,381676,7
182234,383654,7
183842,379725,7
180706,378437,7
181169,385788,7
178272,379556,7
183537,381551,7
179715,378877,7
181393,381736,7
183715,376526,7
179060,379974,7
179386,377152,7
180286,379426,7
179294,382099,7
175987,385764,7
181525,378730,7
175441,381222,7
179037,378466,7
175546,379836,7
184116,389167,7
180270,380598,7
181515,378273,7
179169,383070,7
185018,383412,7
178722,375084,7
183642,378350,7
183647,378955,7
178338,379036,7
181358,380466,7
180400,378277,7
186688,382033,7
176856,381167,7
174989,376848,7
180983,381281,7
176934,376164,7
178137,382409,7
181048,379432,7
175895,381855,7
183389,377213,7
181333,382593,7
184498,379581,7
179014,379673,7
182887,379434,7
176462,381758,7
180762,385748,7
183553,383175,7
177950,379888,7
180276,377675,7
185169,380781,7
177519,376613,7
176489,379374,7
182952,383259,7
179926,379717,7
176519,383405,7
177174,378150,7
181095,381486,7
180774,381116,7
178888,375483,7
180724,378430,7
181785,383340,7
177688,376189,7
178989,379417,7
177705,376705,7
184237,377342,7
175956,376696,7
185104,383100,7
178198,379840,7
179994,381177,7
183028,378556,7
182333,379841,7
178920,382526,7
182810,376230,7
176269,377240,7
184369,383648,7
183670,385698,7
180059,377290,7
181277,381510,7
183097,376387,7
178964,381966,7
181725,380591,7
182173,377027,7
181176,381719,7
175508,383529,7
178939,379398,7
173751,376548,7
178789,376361,7
177502,375843,7
179696,381223,7
181193,381187,7
182625,377797,7
179547,382327,7
180127,376660,7
183204,385000,7
184101,373715,7
180688,379207,7
182724,382643,7
177692,379808,7
185014,380656,7
177904,378190,7
177573,385941,7
181702,378722,7
179793,382176,7
174983,383309,7
183407,379272,7
182198,384778,7
185210,381918,7
180932,375412,7
182229,378740,7
176359,379179,7
185880,382595,7
187499,382992,7
178794,382073,7
177803,375227,7
183163,375516,7
176410,383875,7
180486,382639,7
179574,381254,7
182614,385126,7
173774,385189,7
180390,377609,7
180828,380215,7
174399,380796,7
179498,380328,7
181990,380837,7
175966,380207,7
179051,383324,7
180622,371414,7
178347,379816,7
184975,379710,7
182433,378769,7
178170,380270,7
181049,381786,7
183570,379460,7
180785,380136,7
181761,374985,7
182034,376697,7
182337,379059,7
175817,379046,7
177860,376429,7
178884,376174,7
174948,381423,7
175567,379981,7
181131,384445,7
181135,381831,7
182924,376625,7
181156,373135,7
177575,380196,7
179950,379280,7
177734,381518,7
182742,383150,7
175222,378892,7
182718,380740,7
181575,377888,7
182445,384024,7
178170,379980,7
180623,378387,7
179870,378548,7
175222,385243,7
181533,381752,7
181400,381463,7
177650,380825,7
183921,381822,7
174418,380928,7
178700,379890,7
178764,385262,7
177743,379021,7
177900,377136,7
181528,378854,7
177237,383446,7
180218,382481,7
178656,383553,7
179594,379286,7
186111,381086,7
178286,374120,7
182800,383255,7
180120,379674,7
180100,380186,7
173983,382587,7
183228,379463,7
180489,381404,7
178628,377604,7
180118,378338,7
179655,381670,7
185793,379913,7
176500,374724,7
178224,378130,7
180831,389238,7
185863,382137,7
180814,380758,7
183514,379064,7
182380,374513,7
182274,380654,7
184072,370719,7
187246,377819,7
180467,375468,7
179083,379237,7
180592,383437,7
179041,381528,7
172691,377873,7
179633,374846,7
180531,378376,7
178842,376154,7
179314,381283,7
183909,378548,7
180261,384484,7
179905,379621,7
177909,375012,7
178238,380073,7
179681,382225,7
180405,378480,7
181229,382067,7
185171,381585,7
184290,381639,7
176214,378594,7
185555,380154,7
176884,379266,7
188131,380409,7
180630,375483,7
178613,379804,7
173608,375615,7
178741,380277,7
184877,376818,7
178695,384157,7
178574,382441,7
175848,377888,7
176288,386125,7
178170,383402,7
181139,382799,7
173478,372826,7
182110,376228,7
178479,377638,7
182544,379223,7
179986,375872,7
178600,381921,7
181590,378514,7
181597,379639,7
186404,378914,7
175885,379311,7
177780,384095,7
176131,373854,7
178197,376795,7
178402,378358,7
178604,381606,7
178517,376633,7
178386,378187,7
179250,382138,7
181354,376272,7
183522,383648,7
178846,380961,7
185779,382371,7
182760,380229,7
183857,377247,7
176900,374657,7
174219,379904,7
181034,382355,7
181089,382388,7
174623,379192,7
175301,384716,7
181113,380694,7
183278,379060,7
184289,380760,7
177096,377772,7
181912,382354,7
181942,385092,7
179899,383262,7
176674,380449,7
176507,375369,7
182342,378231,7
174681,380736,7
179067,379666,7
180444,384394,7
183456,382425,7
178864,375375,7
175597,381551,7
181101,382214,7
177724,385281,7
185621,380831,7
177255,380553,7
180541,375097,7
186459,379197,7
183333,375634,7
179947,379529,7
181515,377699,7
187598,376707,7
184429,380429,7
175799,376935,7
180584,384047,7
183367,387345,7
175146,379995,7
180913,380979,7
179784,373817,7
180912,384803,7
177454,377783,7
174223,380652,7
176609,379027,7
185929,381674,7
179590,379687,7
176991,380110,7
184642,377116,7
182906,380708,7
177272,375044,7
183399,379998,7
183511,380926,7
177553,378879,7
181707,381196,7
178828,382667,7
183955,375380,7
176009,375022,7
178708,377921,7
182596,381607,7
179748,381063,7
181823,379064,7
185495,382375,7
178652,386406,7
176535,376258,7
184940,377832,7
178617,374104,7
181007,380521,7
178160,382317,7
175039,378335,7
177004,383130,7
184150,379686,7
178687,380636,7
179525,383143,7
180949,381945,7
183721,381365,7
180482,384536,7
179183,377042,7
177304,378268,7
181843,381116,7
173396,378216,7
176284,377854,7
182328,382499,7
181413,378544,7
175962,380839,7
181698,379593,7
181485,378777,7
176255,381064,7
179773,380893,7
185066,374297,7
178439,378777,7
175739,376180,7
180502,380402,7
178229,377565,7
178866,379842,7
181297,384074,7
179827,385337,7
178794,382392,7
176737,374645,7
177406,384357,7
176763,383059,7
178086,380606,7
185567,388204,7
180467,378596,7
178263,385470,7
179596,376478,7
180776,378828,7
180873,376398,7
181008,381871,7
183449,381490,7
178913,377842,7
181123,375685,7
178044,371317,7
174121,376412,7
178191,375305,7
184484,382528,7
178879,383278,7
183231,374023,7
181903,374692,7
178111,378304,7
186051,383586,7
182762,384219,7
182854,384912,7
177123,378465,7
177954,377726,7
182044,376952,7
183794,382113,7
179917,382398,7
185414,375727,7
179596,379520,7
182271,378555,7
180011,381896,7
183459,383945,7
178966,383671,7
179901,381524,7
175230,378206,7
180956,378593,7
180284,376333,7
181670,383831,7
181069,377280,7
177883,373661,7
182100,377608,7
188254,385391,7
177972,380593,7
182948,379141,7
178173,380460,7
177127,380935,7
176449,381023,7
181819,379615,7
180105,387198,7
182763,383606,7
179399,372146,7
176283,376635,7
179373,379835,7
179767,381541,7
181937,379298,7
176172,379473,7
174172,378395,7
181451,376003,7
177544,386456,7
178448,379228,7
181740,387488,7
180058,377205,7
180522,379243,7
183745,376256,7
183371,377645,7
180011,382839,7
178319,382210,7
176225,376868,7
180999,380575,7
187315,379346,7
183311,382935,7
180711,377651,7
176528,384548,7
176123,374734,7
178324,380747,7
168166,374056,7
181320,377849,7
183932,377009,7
180350,384908,7
178966,379385,7
184278,381453,7
178647,375328,7
178168,376796,7
182928,381386,7
180017,379677,7
177994,381878,7
182714,383912,7
178480,376955,7
184711,377417,7
178010,381236,7
178122,379432,7
178012,379842,7
181127,377326,7
184127,377428,7
181156,381521,7
182442,385153,7
183970,379307,7
179594,383446,7
183000,384610,7
179606,383334,7
186641,385435,7
180823,381211,7
178275,374748,7
180318,377440,7
177682,379282,7
175180,374950,7
181106,378461,7
180736,384084,7
182068,377751,7
177328,380371,7
177454,380630,7
178448,385651,7
176820,378890,7
188511,382882,7
181175,376243,7
177935,377034,7
181342,381162,7
183888,382039,7
182143,378729,7
182899,381154,7
181520,378035,7
175234,381330,7
177597,377550,7
183352,381126,7
179374,381046,7
180820,384590,7
181755,376685,7
176770,380350,7
180601,374628,7
178625,380262,7
175338,382002,7
181244,376767,7
177331,379088,7
178410,383707,7
175765,384786,7
178093,379816,7
181390,384814,7
184970,379998,7
176422,376892,7
181092,379782,7
181655,374683,7
183301,377730,7
183984,378444,7
176503,383987,7
180194,380720,7
183892,386821,7
181724,381573,7
184427,381555,7
183847,379681,7
187412,377936,7
171715,379705,7
178951,378712,7
178929,374993,7
175498,381170,7
178352,379316,7
184497,381274,7
180188,378381,7
183038,382460,7
185170,378634,7
179082,381028,7
178705,381973,7
175835,379189,7
179123,377016,7
177740,380525,7
179307,383320,7
179287,373076,7
177697,380128,7
176380,380082,7
178806,380982,7
180046,378813,7
177168,380781,7
181114,378368,7
179544,380758,7
179176,383530,7
182883,380003,7
187293,377334,7
182680,379943,7
182032,381569,7
180015,379151,7
180410,385268,7
181839,378796,7
178251,378488,7
175280,384656,7
181357,381075,7
177781,381462,7
181245,384321,7
177374,377676,7
176036,379019,7
175562,382292,7
180889,377582,7
186181,381370,7
180634,376403,7
181551,381758,7
180455,387080,7
180728,379561,7
187480,379482,7
177529,384979,7
179498,376998,7
177870,378602,7
182258,380123,7
180807,381991,7
178965,376470,7
182347,377190,7
176820,380640,7
180378,379443,7
180634,374790,7
184977,375075,7
181703,374720,7
180105,380073,7
175757,381001,7
175349,381634,7
181868,376845,7
177786,373452,7
179237,381787,7
177251,379460,7
180574,380002,7
180721,378794,7
185517,379571,7
185749,386559,7
183357,379852,7
183428,381950,7
176301,372798,7
184034,375724,7
177022,377243,7
174942,379956,7
190013,382139,7
181008,387998,7
177904,374261,7
180025,374565,7
180218,379137,7
173454,376610,7
177737,376506,7
181674,383166,7
180112,378669,7
174741,380948,7
178446,380485,7
179525,374916,7
180257,382435,7
174691,378663,7
180807,377997,7
184835,380002,7
174963,380734,7
181388,383615,7
184249,380746,7
181203,374694,7
181863,382811,7
178498,378130,7
179414,385747,7
176380,381557,7
179616,382020,7
178252,378752,7
177919,377139,7
184577,378161,7
179630,375883,7
181992,377608,7
181187,383838,7
176791,377797,7
174024,379215,7
175466,384447,7
180873,378518,7
179047,379271,7
182402,382415,7
178799,380507,7
175819,381037,7
180305,378840,7
183482,379792,7
180839,385181,7
179412,386302,7
178669,379759,7
184010,377965,7
182891,380003,7
178641,378047,7
175742,377313,7
177111,373499,7
181054,375228,7
176545,379562,7
178776,377842,7
179613,384122,7
177914,373967,7
178025,376880,7
179284,381510,7
178258,381301,7
175755,378190,7
182329,377076,7
177092,372248,7
183273,378830,7
178914,381369,7
179026,379522,7
184097,376102,7
180826,383090,7
178728,382192,7
177385,379140,7
178364,380095,7
181265,380358,7
182679,380829,7
180152,382444,7
178441,378710,7
181061,385106,7
182123,376610,7
178667,378854,7
184564,377936,7
178848,377790,7
182841,375086,7
183062,383974,7
180179,380258,7
179732,379574,7
182758,380578,7
174296,377193,7
180107,378847,7
180219,382845,7
181156,379906,7
177202,381328,7
175541,381616,7
171657,382401,7
181724,378489,7
183409,377996,7
178595,381053,7
187524,377786,7
177973,383496,7
175853,376208,7
179539,383389,7
180335,385151,7
182158,376162,7
180383,383758,7
177585,381391,7
175184,379882,7
178145,379066,7
175687,378984,7
182288,383007,7
179672,377932,7
174140,377495,7
181156,389839,7
177083,384716,7
184270,383848,7
180165,383031,7
180725,379993,7
177510,374278,7
181654,379564,7
180205,382416,7
180684,382181,7
178987,384947,7
182035,384049,7
172287,380657,7
180524,378316,7
183315,379442,7
179397,381546,7
181828,378701,7
178117,378412,7
180546,384631,7
178153,379394,7
183621,375387,7
181486,373249,7
184351,381207,7
179868,378479,7
179812,378731,7
180991,379660,7
184580,380575,7
172442,376038,7
174698,379390,7
184006,373492,7
185988,377660,7
179352,378695,7
184281,381301,7
186863,381560,7
180600,384046,7
178559,385149,7
178491,381249,7
179190,377318,7
182526,381930,7
179460,383888,7
186443,384194,7
178926,380215,7
177736,375194,7
181722,376117,7
180744,378922,7
181463,381784,7
173379,377483,7
179526,375016,7
174202,383577,7
180586,378635,7
182419,383390,7
183730,381748,7
182381,376131,7
181531,380327,7
182452,382365,7
179821,377824,7
179878,377803,7
183227,381331,7
183438,377078,7
178511,377706,7
174317,383603,7
172742,378192,7
174869,380917,7
176837,378146,7
181414,375284,7
177547,378249,7
179730,378206,7
181168,380749,7
175616,377979,7
177311,382910,7
177630,373295,7
177465,380970,7
178611,378186,7
182489,383284,7
178395,380054,7
182196,385354,7
181076,378822,7
180607,379062,7
183083,381804,7
186768,383991,7
184640,376663,7
174991,371161,7
181676,379568,7
176057,380389,7
173641,384157,7
176171,378797,7
173100,379599,7
176423,381752,7
184283,378482,7
178493,376659,7
188477,380124,7
181236,374534,7
183175,381908,7
179538,376693,7
179116,375017,7
177523,379936,7
180509,381556,7
175311,378793,7
177312,381402,7
176619,382035,7
180532,382199,7
184794,379825,7
186823,381517,7
174448,377707,7
181097,384860,7
177932,377528,7
176580,376032,7
180327,378062,7
178508,377666,7
180162,375993,7
182430,376225,7
177042,385145,7
179517,380163,7
174623,376556,7
178788,383236,7
183127,377297,7
174480,384275,7
181236,379206,7
175725,377154,7
180693,384223,7
178576,378103,7
179119,379940,7
174928,381781,7
177119,380626,7
179390,377928,7
180227,373395,7
179395,377479,7
177972,381945,7
184201,383807,7
179385,380711,7
177546,382672,7
177601,380776,7
179761,384546,7
182938,385011,7
178657,378030,7
182756,380339,7
180716,381964,7
178219,383860,7
177416,380206,7
180561,378436,7
179673,379873,7
177138,375520,7
177488,378074,7
181705,377466,7
181650,380739,7
179015,379133,7
182612,383866,7
178893,380507,7
179635,376397,7
183905,381773,7
178293,376698,7
173540,380006,7
175924,387286,7
180920,378715,7
179318,380566,7
188701,384475,7
175525,376359,7
179229,383870,7
180127,378752,7
175656,382186,7
183413,378662,7
182353,385681,7
184879,384242,7
182174,378059,7
168773,384633,7
176942,378815,7
180986,382637,7
177423,380302,7
180896,380074,7
179791,386369,7
178269,374986,7
180215,375247,7
181622,382717,7
183615,373554,7
177173,382303,7
178192,383932,7
177721,375095,7
182681,380166,7
184973,378613,7
183338,383268,7
184241,378432,7
180788,382608,7
177465,377342,7
182150,383605,7
185459,381719,7
181600,376429,7
182938,376672,7
175119,379690,7
181806,373957,7
179513,382833,7
181750,384821,7
184038,382485,7
177978,376187,7
184762,381233,7
177017,386742,7
180129,383970,7
180971,381814,7
183374,383088,7
178978,384125,7
177041,380308,7
184480,380113,7
181147,379266,7
173948,379903,7
181012,379370,7
174622,377058,7
182501,377325,7
184387,382351,7
179422,378164,7
177127,376751,7
183880,376073,7
178385,375517,7
177412,381902,7
176010,378456,7
175359,381484,7
180872,383911,7
178951,379056,7
182493,382532,7
179821,389094,7
179337,378878,7
174556,380864,7
177548,378794,7
180330,383547,7
178646,378605,7
184032,379091,7
174209,381507,7
179427,379874,7
180362,377882,7
177716,372954,7
180354,375606,7
185253,378824,7
176678,382148,7
178890,382088,7
175512,381270,7
182302,383464,7
176186,378991,7
177286,380929,7
184500,380255,7
182604,381674,7
177609,379177,7
183215,383571,7
177916,374878,7
180335,387465,7
185801,379730,7
187138,376837,7
178599,376257,7
179905,379861,7
183286,384425,7
181921,377224,7
